athens, greece, baghdad, iraq, ['ss_8698126']
argentina, argentinean, cambodia, cambodian, ['humor_magazine']
argentina, argentinean, chile, chilean, ['brigade_from']
argentina, argentinean, china, chinese, ['citizen_who']
argentina, argentinean, colombia, colombian, ['brigade_from']
argentina, argentinean, croatia, croatian, ['jam_session']
argentina, argentinean, denmark, danish, ['humor_magazine']
argentina, argentinean, egypt, egyptian, ['ontology_of']
argentina, argentinean, england, english, ['norse_word']
argentina, argentinean, france, french, ['deep-water_port']
argentina, argentinean, germany, german, ['wikipedia_article']
argentina, argentinean, greece, greek, ['comedian_and_actor']
argentina, argentinean, iceland, icelandic, ['interception_in']
argentina, argentinean, india, indian, ['sailor_who']
argentina, argentinean, ireland, irish, ['media_was']
argentina, argentinean, israel, israeli, ['citizen_who']
argentina, argentinean, italy, italian, ['terminus_for_the']
argentina, argentinean, japan, japanese, ['magazines_like']
argentina, argentinean, korea, korean, ['comedian_and_actor']
argentina, argentinean, macedonia, macedonian, ['cleric_and']
argentina, argentinean, malta, maltese, ['consultation_on']
argentina, argentinean, mexico, mexican, ['cabuyao']
argentina, argentinean, moldova, moldovan, ['gentleman_and']
argentina, argentinean, netherlands, dutch, ['dynasty_of_the']
argentina, argentinean, norway, norwegian, ['dub_of_the']
argentina, argentinean, peru, peruvian, ['diagram_of_the']
argentina, argentinean, poland, polish, ['citizen_who']
argentina, argentinean, portugal, portuguese, ['roadway_and']
argentina, argentinean, russia, russian, ['gentleman_and']
argentina, argentinean, slovakia, slovakian, ['boards_for']
argentina, argentinean, spain, spanish, ['era_the']
argentina, argentinean, sweden, swedish, ['temple_in_the']
argentina, argentinean, switzerland, swiss, ['immigrant_community']
argentina, argentinean, thailand, thai, ['fountain_was']
argentina, argentinean, ukraine, ukrainian, ['media_was']
australia, australian, austria, austrian, ['ss_2961099']
australia, australian, belarus, belorussian, ['ss_3045750']
australia, australian, brazil, brazilian, ['ss_3045750']
australia, australian, bulgaria, bulgarian, ['ss_2723158']
australia, australian, cambodia, cambodian, ['ss_3016519']
australia, australian, chile, chilean, ['ss_3045750']
australia, australian, china, chinese, ['ss_3045750']
australia, australian, colombia, colombian, ['armenian']
australia, australian, croatia, croatian, ['iranian']
australia, australian, denmark, danish, ['danish']
australia, australian, egypt, egyptian, ['egyptian']
australia, australian, england, english, ['indian']
australia, australian, france, french, ['ss_2958392']
australia, australian, germany, german, ['italian']
australia, australian, greece, greek, ['ss_2971469']
australia, australian, iceland, icelandic, ['ss_2926936']
australia, australian, india, indian, ['ss_3045750']
australia, australian, ireland, irish, ['irish']
australia, australian, israel, israeli, ['ss_2971469']
australia, australian, italy, italian, ['ss_2957066']
australia, australian, japan, japanese, ['japanese']
australia, australian, korea, korean, ['korean']
australia, australian, macedonia, macedonian, ['ss_2723158']
australia, australian, malta, maltese, ['slovenian']
australia, australian, mexico, mexican, ['argentine']
australia, australian, moldova, moldovan, ['ss_2723158']
australia, australian, netherlands, dutch, ['hungarian']
australia, australian, norway, norwegian, ['ss_2960338']
australia, australian, peru, peruvian, ['ss_2959007']
australia, australian, poland, polish, ['ss_2957066']
australia, australian, portugal, portuguese, ['argentine']
australia, australian, russia, russian, ['ss_3045750']
australia, australian, slovakia, slovakian, ['ss_2962818']
australia, australian, spain, spanish, ['ss_3045750']
australia, australian, sweden, swedish, ['ss_3045750']
australia, australian, switzerland, swiss, ['ss_3045750']
australia, australian, thailand, thai, ['japanese']
australia, australian, ukraine, ukrainian, ['brazilian']
australia, australian, albania, albanian, ['ss_3045750']
austria, austrian, belarus, belorussian, ['ss_3045750']
austria, austrian, brazil, brazilian, ['mexican']
austria, austrian, bulgaria, bulgarian, ['moroccan']
austria, austrian, cambodia, cambodian, ['ss_3016519']
austria, austrian, chile, chilean, ['chilean']
austria, austrian, china, chinese, ['mexican']
austria, austrian, colombia, colombian, ['ss_2965985']
austria, austrian, croatia, croatian, ['panamanian']
austria, austrian, denmark, danish, ['ss_2961099']
austria, austrian, egypt, egyptian, ['ss_2961099']
austria, austrian, england, english, ['indian']
austria, austrian, france, french, ['mexican']
austria, austrian, germany, german, ['ss_2961099']
austria, austrian, greece, greek, ['ss_2971469']
austria, austrian, iceland, icelandic, ['ss_2961505']
austria, austrian, india, indian, ['ss_2961099']
austria, austrian, ireland, irish, ['irish']
austria, austrian, israel, israeli, ['mexican']
austria, austrian, italy, italian, ['ss_2961099']
austria, austrian, japan, japanese, ['japanese']
austria, austrian, korea, korean, ['mexican']
austria, austrian, macedonia, macedonian, ['bulgarian']
austria, austrian, malta, maltese, ['libyan']
austria, austrian, mexico, mexican, ['mexican']
austria, austrian, moldova, moldovan, ['moroccan']
austria, austrian, netherlands, dutch, ['ss_2961099']
austria, austrian, norway, norwegian, ['ss_2961099']
austria, austrian, peru, peruvian, ['mexican']
austria, austrian, poland, polish, ['ss_2961099']
austria, austrian, portugal, portuguese, ['mexican']
austria, austrian, russia, russian, ['ss_2928347']
austria, austrian, slovakia, slovakian, ['ss_3081160']
austria, austrian, spain, spanish, ['mexican']
austria, austrian, sweden, swedish, ['ss_2928347']
austria, austrian, switzerland, swiss, ['ss_2961099']
austria, austrian, thailand, thai, ['mexican']
austria, austrian, ukraine, ukrainian, ['mexican']
austria, austrian, albania, albanian, ['ss_2961099']
austria, austrian, argentina, argentinean, ['ss_2966972']
belarus, belorussian, brazil, brazilian, ['ss_10465922']
belarus, belorussian, bulgaria, bulgarian, ['forests_of']
belarus, belorussian, cambodia, cambodian, ['ganglion_cells']
belarus, belorussian, chile, chilean, ['zimbabwe_and']
belarus, belorussian, china, chinese, ['ultra-orthodox']
belarus, belorussian, colombia, colombian, ['ss_1304374']
belarus, belorussian, croatia, croatian, ['malay_states']
belarus, belorussian, denmark, danish, ['ss_1304374']
belarus, belorussian, egypt, egyptian, ['aristocratic']
belarus, belorussian, england, english, ['mangalorean']
belarus, belorussian, france, french, ['troubles_in']
belarus, belorussian, germany, german, ['mysticism_and']
belarus, belorussian, greece, greek, ['beliefs_in']
belarus, belorussian, iceland, icelandic, ['environment_in_the']
belarus, belorussian, india, indian, ['pavilion_at']
belarus, belorussian, ireland, irish, ['troubles_in']
belarus, belorussian, israel, israeli, ['central_bureau']
belarus, belorussian, italy, italian, ['troubles_in']
belarus, belorussian, japan, japanese, ['ultra-orthodox']
belarus, belorussian, korea, korean, ['eastern_railway']
belarus, belorussian, macedonia, macedonian, ['ss_2616071']
belarus, belorussian, malta, maltese, ['ismaili']
belarus, belorussian, mexico, mexican, ['malay_states']
belarus, belorussian, moldova, moldovan, ['brythonic']
belarus, belorussian, netherlands, dutch, ['astronomical_society']
belarus, belorussian, norway, norwegian, ['naval_service']
belarus, belorussian, peru, peruvian, ['contra_costa_county']
belarus, belorussian, poland, polish, ['kingdoms_in']
belarus, belorussian, portugal, portuguese, ['troubles_in']
belarus, belorussian, russia, russian, ['zimbabwe_and']
belarus, belorussian, slovakia, slovakian, ['issarak']
belarus, belorussian, spain, spanish, ['mangalorean']
belarus, belorussian, sweden, swedish, ['mangalorean']
belarus, belorussian, switzerland, swiss, ['organisation_of']
belarus, belorussian, thailand, thai, ['littoral']
belarus, belorussian, ukraine, ukrainian, ['kipchak']
belarus, belorussian, albania, albanian, ['preexisting']
belarus, belorussian, argentina, argentinean, ['kindred']
belarus, belorussian, australia, australian, ['coalition_for']
brazil, brazilian, bulgaria, bulgarian, ['ss_2966829']
brazil, brazilian, cambodia, cambodian, ['ss_2966829']
brazil, brazilian, chile, chilean, ['ss_2966829']
brazil, brazilian, china, chinese, ['ss_2966829']
brazil, brazilian, colombia, colombian, ['ss_2966829']
brazil, brazilian, croatia, croatian, ['ss_2966829']
brazil, brazilian, denmark, danish, ['danish']
brazil, brazilian, egypt, egyptian, ['ss_2966829']
brazil, brazilian, england, english, ['ss_2959720']
brazil, brazilian, france, french, ['ss_2958392']
brazil, brazilian, germany, german, ['ss_2957469']
brazil, brazilian, greece, greek, ['ss_2966829']
brazil, brazilian, iceland, icelandic, ['ss_2966829']
brazil, brazilian, india, indian, ['canadian']
brazil, brazilian, ireland, irish, ['ss_2959720']
brazil, brazilian, israel, israeli, ['ss_2966829']
brazil, brazilian, italy, italian, ['ss_2966829']
brazil, brazilian, japan, japanese, ['ss_2966829']
brazil, brazilian, korea, korean, ['vietnamese']
brazil, brazilian, macedonia, macedonian, ['malaysian']
brazil, brazilian, malta, maltese, ['ss_2966829']
brazil, brazilian, mexico, mexican, ['ss_2966829']
brazil, brazilian, moldova, moldovan, ['malaysian']
brazil, brazilian, netherlands, dutch, ['danish']
brazil, brazilian, norway, norwegian, ['ss_2966829']
brazil, brazilian, peru, peruvian, ['ss_2966829']
brazil, brazilian, poland, polish, ['ss_2966829']
brazil, brazilian, portugal, portuguese, ['ss_2966829']
brazil, brazilian, russia, russian, ['ss_2966829']
brazil, brazilian, slovakia, slovakian, ['ss_2966829']
brazil, brazilian, spain, spanish, ['ss_2966829']
brazil, brazilian, sweden, swedish, ['ss_2966829']
brazil, brazilian, switzerland, swiss, ['ss_2966829']
brazil, brazilian, thailand, thai, ['ss_2966829']
brazil, brazilian, ukraine, ukrainian, ['ss_2966829']
brazil, brazilian, albania, albanian, ['ss_2959720']
brazil, brazilian, argentina, argentinean, ['ss_2966829']
brazil, brazilian, australia, australian, ['ss_2966829']
brazil, brazilian, austria, austrian, ['ss_2966829']
bulgaria, bulgarian, cambodia, cambodian, ['ss_3051307']
bulgaria, bulgarian, chile, chilean, ['polish']
bulgaria, bulgarian, china, chinese, ['polish']
bulgaria, bulgarian, colombia, colombian, ['polish']
bulgaria, bulgarian, croatia, croatian, ['ss_3051307']
bulgaria, bulgarian, denmark, danish, ['polish']
bulgaria, bulgarian, egypt, egyptian, ['polish']
bulgaria, bulgarian, england, english, ['polish']
bulgaria, bulgarian, france, french, ['polish']
bulgaria, bulgarian, germany, german, ['german']
bulgaria, bulgarian, greece, greek, ['ss_3051307']
bulgaria, bulgarian, iceland, icelandic, ['serbian']
bulgaria, bulgarian, india, indian, ['dutch']
bulgaria, bulgarian, ireland, irish, ['polish']
bulgaria, bulgarian, israel, israeli, ['polish']
bulgaria, bulgarian, italy, italian, ['polish']
bulgaria, bulgarian, japan, japanese, ['polish']
bulgaria, bulgarian, korea, korean, ['south_african']
bulgaria, bulgarian, macedonia, macedonian, ['ss_3051307']
bulgaria, bulgarian, malta, maltese, ['somali']
bulgaria, bulgarian, mexico, mexican, ['ss_3051307']
bulgaria, bulgarian, moldova, moldovan, ['ss_3051307']
bulgaria, bulgarian, netherlands, dutch, ['swedish']
bulgaria, bulgarian, norway, norwegian, ['polish']
bulgaria, bulgarian, peru, peruvian, ['polish']
bulgaria, bulgarian, poland, polish, ['polish']
bulgaria, bulgarian, portugal, portuguese, ['polish']
bulgaria, bulgarian, russia, russian, ['russian']
bulgaria, bulgarian, slovakia, slovakian, ['slovak']
bulgaria, bulgarian, spain, spanish, ['polish']
bulgaria, bulgarian, sweden, swedish, ['ss_3051307']
bulgaria, bulgarian, switzerland, swiss, ['serbian']
bulgaria, bulgarian, thailand, thai, ['ss_3051307']
bulgaria, bulgarian, ukraine, ukrainian, ['ss_3051307']
bulgaria, bulgarian, albania, albanian, ['ss_3051307']
bulgaria, bulgarian, argentina, argentinean, ['serbian']
bulgaria, bulgarian, australia, australian, ['polish']
bulgaria, bulgarian, austria, austrian, ['german']
bulgaria, bulgarian, belarus, belorussian, ['ss_3051307']
cambodia, cambodian, chile, chilean, ['ss_2968828']
cambodia, cambodian, china, chinese, ['korean']
cambodia, cambodian, colombia, colombian, ['ss_2968828']
cambodia, cambodian, croatia, croatian, ['ss_2968828']
cambodia, cambodian, denmark, danish, ['danish']
cambodia, cambodian, egypt, egyptian, ['ss_3023852']
cambodia, cambodian, england, english, ['ss_2968828']
cambodia, cambodian, france, french, ['french']
cambodia, cambodian, germany, german, ['dutch']
cambodia, cambodian, greece, greek, ['ss_3023852']
cambodia, cambodian, iceland, icelandic, ['ss_2968828']
cambodia, cambodian, india, indian, ['dutch']
cambodia, cambodian, ireland, irish, ['danish']
cambodia, cambodian, israel, israeli, ['ss_2968828']
