athens, greece, baghdad, iraq, ['ss_8698126', 'russia', 'ss_8914193', 'ss_8782319', 'egypt']
cambodia, cambodian, chile, chilean, ['ss_2968828', 'chilean', 'ss_2965985', 'catalan', 'ss_3053859']
cambodia, cambodian, china, chinese, ['korean', 'ss_8367880', 'south_african', 'ss_8361329', 'republic']
cambodia, cambodian, colombia, colombian, ['ss_2968828', 'catalan', 'ss_3053859', 'czech', 'ss_2965985']
cambodia, cambodian, croatia, croatian, ['ss_2968828', 'croatian', 'ss_2964107', 'chilean', 'czech']
cambodia, cambodian, denmark, danish, ['danish', 'ss_2968828', 'ss_2960338', 'ss_3053859', 'catalan']
cambodia, cambodian, egypt, egyptian, ['ss_3023852', 'danish', 'irish', 'ss_2958576', 'turkish']
cambodia, cambodian, england, english, ['ss_2968828', 'dutch', 'south_african', 'ss_3122400', 'ss_2960686']
cambodia, cambodian, france, french, ['french', 'ss_2958392', 'ss_3022177', 'spanish', 'ss_2958576']
cambodia, cambodian, germany, german, ['dutch', 'french', 'ss_2958392', 'spanish', 'ss_3022177']
cambodia, cambodian, greece, greek, ['ss_3023852', 'south_african', 'cypriot', 'ss_2968828', 'catalan']
cambodia, cambodian, iceland, icelandic, ['ss_2968828', 'company_of', 'music_industry', 'economy_in', 'chilean']
cambodia, cambodian, india, indian, ['dutch', 'korean', 'south_african', 'danish', 'ss_8218212']
cambodia, cambodian, ireland, irish, ['danish', 'irish', 'ss_2959720', 'polish', 'ss_2961258']
cambodia, cambodian, israel, israeli, ['ss_2968828', 'ss_3023852', 'turkish', 'south_african', 'danish']
cambodia, cambodian, italy, italian, ['danish', 'ss_2958576', 'ss_2960338', 'ss_2968828', 'ss_2961258']
cambodia, cambodian, japan, japanese, ['ss_2965043', 'japanese', 'ss_3022177', 'british', 'ss_3122400']
cambodia, cambodian, korea, korean, ['korean', 'ss_2967791', 'atlantic_league', 'ss_3114139', 'vietnamese']
cambodia, cambodian, macedonia, macedonian, ['sudanese', 'south_african', 'czech', 'republic', 'republic_of_macedonia']
cambodia, cambodian, malta, maltese, ['ss_3081006', 'sudanese', 'liberian', 'ss_3114139', 'ss_3121212']
cambodia, cambodian, mexico, mexican, ['ss_8159924', 'ss_8153437', 'ss_637645', 'ss_636891', 'ss_637172']
cambodia, cambodian, moldova, moldovan, ['malaysian', 'slovak', 'ss_3081006', 'south_african', 'moldovan']
cambodia, cambodian, netherlands, dutch, ['danish', 'ss_2960338', 'south_african', 'hungarian', 'swedish']
cambodia, cambodian, norway, norwegian, ['danish', 'ss_2968828', 'ss_2960338', 'catalan', 'czech']
cambodia, cambodian, peru, peruvian, ['ss_2968828', 'ss_2962961', 'sudanese', 'south_african', 'korean']
cambodia, cambodian, poland, polish, ['danish', 'south_african', 'ss_2960338', 'polish', 'ss_2961258']
cambodia, cambodian, portugal, portuguese, ['catalan', 'danish', 'ss_3053859', 'taiwanese', 'ss_2960338']
cambodia, cambodian, russia, russian, ['south_african', 'ss_2968828', 'ss_3023852', 'ss_8367880', 'ss_8361329']
cambodia, cambodian, slovakia, slovakian, ['slovak', 'ss_2968828', 'ss_2962818', 'ss_3114139', 'turkish_cypriot']
cambodia, cambodian, spain, spanish, ['danish', 'ss_2958576', 'ss_3023852', 'ss_3122400', 'colony_of']
cambodia, cambodian, sweden, swedish, ['ss_2968828', 'danish', 'ss_2960338', 'south_african', 'catalan']
cambodia, cambodian, switzerland, swiss, ['ss_2968828', 'ss_2962818', 'danish', 'czech', 'slovak']
cambodia, cambodian, thailand, thai, ['korean', 'ss_3122400', 'chinese', 'ss_3023852', 'turkish']
cambodia, cambodian, ukraine, ukrainian, ['catalan', 'ss_2962272', 'argentine', 'australian', 'brazilian']
cambodia, cambodian, albania, albanian, ['ss_2962818', 'latvian', 'ss_2962961', 'danish', 'ss_3045750']
cambodia, cambodian, argentina, argentinean, ['ss_2968828', 'ss_3053859', 'ss_2962818', 'south_korean', 'sudanese']
cambodia, cambodian, australia, australian, ['australian', 'ss_3045750', 'atlantic_league', 'south_african', 'catalan']
cambodia, cambodian, austria, austrian, ['south_african', 'dutch', 'austrian', 'ss_2957066', 'danish']
cambodia, cambodian, belarus, belorussian, ['australian', 'ss_3045750', 'danish', 'malaysian', 'south_african']
cambodia, cambodian, brazil, brazilian, ['catalan', 'ss_3053859', 'south_african', 'sudanese', 'danish']
chile, chilean, china, chinese, ['ss_2965043', 'ss_3122400', 'ss_2959720', 'ss_2965985', 'chinese']
chile, chilean, colombia, colombian, ['ss_2965985', 'romanian', 'cambodian', 'ss_2966829', 'ss_2968828']
chile, chilean, croatia, croatian, ['ss_2965985', 'croatian', 'ss_2966829', 'brazilian', 'zambian']
chile, chilean, denmark, danish, ['ss_2959720', 'danish', 'swedish', 'ss_2960338', 'brazilian']
chile, chilean, egypt, egyptian, ['egyptian', 'ss_2971469', 'ss_2957276', 'ss_2959720', 'swedish']
chile, chilean, england, english, ['ss_2960686', 'dutch', 'ss_2959720', 'ss_2957276', 'ss_3122400']
chile, chilean, france, french, ['ss_2958392', 'ss_2958576', 'ss_2965043', 'french', 'russian']
chile, chilean, germany, german, ['ss_2958392', 'dutch', 'spanish', 'ss_2958576', 'ss_2957276']
chile, chilean, greece, greek, ['ss_2959720', 'ss_2966829', 'ss_2971469', 'egyptian', 'ss_2965985']
chile, chilean, iceland, icelandic, ['ss_2965985', 'brazilian', 'royal_navy', 'ss_2957276', 'ss_2966829']
chile, chilean, india, indian, ['dutch', 'canadian', 'ss_2960686', 'ss_2959720', 'ss_2965985']
chile, chilean, ireland, irish, ['ss_2959720', 'swedish', 'ss_2961258', 'hungarian', 'danish']
chile, chilean, israel, israeli, ['ss_2965043', 'japanese', 'ss_2965985', 'ss_2957276', 'ss_3023852']
chile, chilean, italy, italian, ['ss_2959720', 'hungarian', 'ss_2958576', 'ss_2961258', 'ss_2961505']
chile, chilean, japan, japanese, ['ss_2965043', 'japanese', 'ss_2957276', 'ss_2960686', 'ss_2965985']
chile, chilean, korea, korean, ['ss_2965985', 'vietnamese', 'korean', 'swiss', 'dutch']
chile, chilean, macedonia, macedonian, ['malaysian', 'yugoslav', 'bulgarian', 'south_african', 'royal_house']
chile, chilean, malta, maltese, ['malaysian', 'romanian', 'samaritan', 'moroccan', 'brazilian']
chile, chilean, mexico, mexican, ['ss_2965985', 'belgian', 'brazilian', 'ss_2966829', 'ss_2960507']
chile, chilean, moldova, moldovan, ['malaysian', 'ss_3083417', 'ecuadorian', 'moroccan', 'brazilian']
chile, chilean, netherlands, dutch, ['swedish', 'belgian', 'ss_2960507', 'ss_2959720', 'danish']
chile, chilean, norway, norwegian, ['ss_2959720', 'ss_2960338', 'danish', 'brazilian', 'finnish']
chile, chilean, peru, peruvian, ['ss_2965985', 'brazilian', 'ss_2966829', 'peruvian', 'ss_2966154']
chile, chilean, poland, polish, ['ss_2957276', 'ss_2959720', 'ss_2961258', 'swedish', 'russian']
chile, chilean, portugal, portuguese, ['brazilian', 'ss_2966829', 'ss_2959720', 'danish', 'ss_2965985']
chile, chilean, russia, russian, ['ss_2957276', 'russian', 'ss_2965985', 'ss_2965043', 'ss_2966829']
chile, chilean, slovakia, slovakian, ['ss_2965985', 'ss_2968828', 'cambodian', 'yugoslav', 'canton_of']
chile, chilean, spain, spanish, ['ss_2959720', 'ss_2965985', 'ss_2958576', 'ss_2957276', 'ss_2965043']
chile, chilean, sweden, swedish, ['ss_2959720', 'ss_2957276', 'swedish', 'ss_2960338', 'ss_2965985']
chile, chilean, switzerland, swiss, ['ss_2965985', 'ss_2959720', 'brazilian', 'ss_2966829', 'finnish']
chile, chilean, thailand, thai, ['japanese', 'ss_2965043', 'ss_2959720', 'ss_3122400', 'chinese']
chile, chilean, ukraine, ukrainian, ['brazilian', 'ss_2966829', 'ss_2957276', 'ukrainian', 'ss_2965985']
chile, chilean, albania, albanian, ['ss_2959720', 'ss_2965985', 'bulgarian', 'finnish', 'yugoslav']
chile, chilean, argentina, argentinean, ['ss_2965985', 'brazilian', 'ss_2966829', 'argentine', 'ss_2959007']
chile, chilean, australia, australian, ['ss_2965985', 'ss_3045750', 'ss_2959720', 'ss_2966829', 'czechoslovak']
chile, chilean, austria, austrian, ['austrian', 'ss_2961099', 'ss_2959720', 'ss_2960507', 'belgian']
chile, chilean, belarus, belorussian, ['brazilian', 'ss_2966829', 'ss_3083417', 'malaysian', 'moroccan']
chile, chilean, brazil, brazilian, ['brazilian', 'ss_2966829', 'ss_2965985', 'ss_2957276', 'ss_2960686']
chile, chilean, bulgaria, bulgarian, ['moroccan', 'ss_2957276', 'brazilian', 'bulgarian', 'ss_3051307']
china, chinese, colombia, colombian, ['han', 'ss_2959553', 'ss_3122400', 'ss_6929742', 'romanian']
china, chinese, croatia, croatian, ['ss_3051307', 'ss_3122400', 'bulgarian', 'zulu', 'croatian']
china, chinese, denmark, danish, ['ss_8761244', 'ss_3122400', 'sweden', 'polish', 'norway']
china, chinese, egypt, egyptian, ['ss_2971469', 'egyptian', 'ss_3023852', 'ss_3122400', 'byzantine']
china, chinese, england, english, ['ss_3122400', 'ss_8871007', 'christian', 'ss_3016202', 'ss_2958392']
china, chinese, france, french, ['french', 'ss_3122400', 'ss_2958392', 'japanese', 'ss_2965043']
china, chinese, germany, german, ['french', 'german', 'ss_2958392', 'ss_2957469', 'ss_3122400']
china, chinese, greece, greek, ['ss_3016202', 'ss_3122400', 'ss_3023852', 'ss_2971469', 'greek']
china, chinese, iceland, icelandic, ['rich', 'ss_2957276', 'ss_3016202', 'ss_6169488', 'mythology']
china, chinese, india, indian, ['ss_2965043', 'japanese', 'ss_3122400', 'ss_2958392', 'ss_3022177']
china, chinese, ireland, irish, ['ss_3122400', 'ss_2961258', 'polish', 'ss_3023852', 'irish']
china, chinese, israel, israeli, ['ss_3122400', 'ss_3023852', 'japanese', 'ss_2965043', 'ss_2971469']
china, chinese, italy, italian, ['ss_3122400', 'byzantine', 'ss_2961258', 'han', 'polish']
china, chinese, japan, japanese, ['japanese', 'ss_2965043', 'ss_3122400', 'ss_2961258', 'ss_3022177']
china, chinese, korea, korean, ['ss_3122400', 'korean', 'ss_3026902', 'mexican', 'japanese']
china, chinese, macedonia, macedonian, ['ss_3023852', 'turkish', 'bulgarian', 'macedonian', 'ss_3122400']
china, chinese, malta, maltese, ['maltese', 'steampunk', 'ss_8966408', 'ss_3083842', 'salvadoran']
china, chinese, mexico, mexican, ['ss_8153437', 'ss_8159924', 'york', 'city_and', 'new_york']
china, chinese, moldova, moldovan, ['malian', 'ss_3083678', 'ecuadorian', 'ss_2966324', 'moldovan']
china, chinese, netherlands, dutch, ['swedish', 'ss_2960507', 'belgian', 'byzantine', 'ss_2958576']
china, chinese, norway, norwegian, ['byzantine', 'ss_3122400', 'han', 'ss_8761244', 'ss_6929742']
china, chinese, peru, peruvian, ['polish', 'ss_3064693', 'ss_3016519', 'ss_3051307', 'bulgarian']
china, chinese, poland, polish, ['ss_2961258', 'ss_3122400', 'polish', 'byzantine', 'ss_3023852']
china, chinese, portugal, portuguese, ['byzantine', 'ss_3122400', 'ss_2969925', 'ss_3016202', 'ss_3023852']
china, chinese, russia, russian, ['ss_3122400', 'ss_2965043', 'japanese', 'ss_2957276', 'russian']
china, chinese, slovakia, slovakian, ['slovene', 'lebanese', 'ss_3016519', 'ss_3080619', 'ruthenian']
china, chinese, spain, spanish, ['ss_3122400', 'byzantine', 'ss_2969925', 'ss_3023852', 'ss_3016202']
china, chinese, sweden, swedish, ['ss_3122400', 'classical', 'ss_2698145', 'han', 'ss_2961258']
china, chinese, switzerland, swiss, ['ss_3122400', 'contemporary', 'ss_3016202', 'literature', 'ss_6169488']
china, chinese, thailand, thai, ['ss_3122400', 'japanese', 'ss_2965043', 'burmese', 'ss_3023852']
china, chinese, ukraine, ukrainian, ['ss_3122400', 'bhutanese', 'ss_2957276', 'byzantine', 'ss_3023852']
china, chinese, albania, albanian, ['ss_3122400', 'ss_2961258', 'bulgarian', 'japanese', 'ss_2959720']
china, chinese, argentina, argentinean, ['ss_3122400', 'ss_2971469', 'ss_2965043', 'ss_2959553', 'ss_2542804']
china, chinese, australia, australian, ['ss_3122400', 'ss_2961258', 'ss_3045750', 'ss_2698145', 'contemporary']
china, chinese, austria, austrian, ['german', 'byzantine', 'ss_2961099', 'austrian', 'ss_2969925']
china, chinese, belarus, belorussian, ['bulgarian', 'moroccan', 'ss_2963942', 'ss_3051307', 'belgian']
china, chinese, brazil, brazilian, ['ss_3122400', 'ss_2961258', 'ss_2957276', 'polish', 'ss_2965043']
china, chinese, bulgaria, bulgarian, ['ss_3122400', 'byzantine', 'japanese', 'ss_3051307', 'ss_2969925']
china, chinese, cambodia, cambodian, ['ss_3016519', 'ss_3122400', 'yemeni', 'ss_2959553', 'syrian']
colombia, colombian, croatia, croatian, ['ss_2967618', 'iranian', 'yemeni', 'ss_2964107', 'chadian']
colombia, colombian, denmark, danish, ['ss_3026902', 'ss_2967618', 'mexican', 'ss_2928347', 'ss_2961258']
colombia, colombian, egypt, egyptian, ['egyptian', 'ss_2971469', 'ss_2967618', 'ss_3026902', 'israeli']
colombia, colombian, england, english, ['ss_2967618', 'ss_3026902', 'ss_3122400', 'ss_2874876', 'chinese']
colombia, colombian, france, french, ['ss_2967618', 'ss_3026902', 'mexican', 'ss_2874876', 'ss_2958392']
colombia, colombian, germany, german, ['ss_2874876', 'ss_2967618', 'nazi', 'german', 'ss_2958392']
colombia, colombian, greece, greek, ['ss_2967618', 'ss_3026902', 'ss_2971469', 'egyptian', 'ss_2874876']
colombia, colombian, iceland, icelandic, ['ss_2967618', 'music_industry', 'sixth_army', 'albanian', 'ss_3026902']
colombia, colombian, india, indian, ['ss_2967618', 'ss_3026902', 'mexican', 'british', 'ss_2965043']
colombia, colombian, ireland, irish, ['ss_3026902', 'mexican', 'ss_2961258', 'ss_2967618', 'ss_2928347']
colombia, colombian, israel, israeli, ['ss_2967618', 'ss_3026902', 'israeli', 'mexican', 'ss_2972925']
colombia, colombian, italy, italian, ['ss_3026902', 'ss_2874876', 'ss_2967618', 'mexican', 'ss_2928347']
colombia, colombian, japan, japanese, ['ss_2965043', 'ss_3026902', 'ss_2967618', 'israeli', 'mexican']
colombia, colombian, korea, korean, ['ss_2967618', 'ss_3026902', 'korean', 'mexican', 'ss_2967791']
colombia, colombian, macedonia, macedonian, ['ss_3026902', 'malaysian', 'ss_3083417', 'ss_2967618', 'yugoslav']
colombia, colombian, malta, maltese, ['ss_3026902', 'ss_2967618', 'ss_3083417', 'ss_3121212', 'mexican']
colombia, colombian, mexico, mexican, ['ss_2967618', 'mexican', 'ss_3026902', 'ss_2874876', 'ss_8153437']
colombia, colombian, moldova, moldovan, ['ss_2967618', 'ecuadorian', 'ss_3083417', 'malaysian', 'ss_3026902']
colombia, colombian, netherlands, dutch, ['ss_3026902', 'mexican', 'swedish', 'ss_3083417', 'labour_party']
colombia, colombian, norway, norwegian, ['ss_2967618', 'ss_3026902', 'mexican', 'ss_2961258', 'ss_3122400']
colombia, colombian, peru, peruvian, ['ss_2967618', 'ss_3026902', 'mexican', 'ss_2874876', 'ss_2972925']
colombia, colombian, poland, polish, ['ss_2874876', 'ss_3026902', 'ss_2961258', 'ss_2967618', 'mexican']
colombia, colombian, portugal, portuguese, ['ss_2967618', 'ss_3026902', 'mexican', 'ss_2874876', 'brazilian']
colombia, colombian, russia, russian, ['ss_2967618', 'ss_3026902', 'ss_2874876', 'israeli', 'iranian']
colombia, colombian, slovakia, slovakian, ['ss_2967618', 'ss_3026902', 'ss_2968828', 'albanian', 'yugoslav']
colombia, colombian, spain, spanish, ['ss_2967618', 'ss_3026902', 'ss_2874876', 'mexican', 'ss_2965043']
colombia, colombian, sweden, swedish, ['ss_2967618', 'ss_3026902', 'ss_2874876', 'mexican', 'ss_2928347']
colombia, colombian, switzerland, swiss, ['ss_2967618', 'ss_3026902', 'ss_2874876', 'albanian', 'iranian']
colombia, colombian, thailand, thai, ['ss_2967618', 'ss_3026902', 'mexican', 'israeli', 'ss_3122400']
colombia, colombian, ukraine, ukrainian, ['ss_3026902', 'ss_2967618', 'ss_2874876', 'mexican', 'brazilian']
colombia, colombian, albania, albanian, ['ss_3026902', 'albanian', 'mexican', 'ss_2609813', 'ss_2972925']
colombia, colombian, argentina, argentinean, ['ss_2967618', 'ss_3026902', 'ss_2874876', 'mexican', 'ss_2966972']
colombia, colombian, australia, australian, ['ss_2967618', 'ss_3026902', 'mexican', 'ss_2874876', 'ss_3045750']
colombia, colombian, austria, austrian, ['ss_2967618', 'ss_2874876', 'ss_2999904', 'nazi', 'german']
colombia, colombian, belarus, belorussian, ['ss_2967618', 'ss_3026902', 'ss_3083417', 'mexican', 'brazilian']
colombia, colombian, brazil, brazilian, ['ss_2967618', 'ss_3026902', 'mexican', 'brazilian', 'ss_2966656']
colombia, colombian, bulgaria, bulgarian, ['ss_3026902', 'ss_2967618', 'mexican', 'ss_2965043', 'israeli']
colombia, colombian, cambodia, cambodian, ['ss_2967618', 'ss_3054743', 'yemeni', 'iranian', 'chadian']
colombia, colombian, chile, chilean, ['ss_2967618', 'ss_3026902', 'ss_3054743', 'ss_2874876', 'iranian']
croatia, croatian, denmark, danish, ['danish', 'polish', 'ss_2959720', 'mexican', 'ss_2960338']
croatia, croatian, egypt, egyptian, ['egyptian', 'ss_2971469', 'ss_2958576', 'ss_2957066', 'spanish']
croatia, croatian, england, english, ['indian', 'ss_2958392', 'dutch', 'british', 'ss_3022177']
croatia, croatian, france, french, ['ss_2958392', 'spanish', 'ss_2958576', 'ss_3022177', 'french']
croatia, croatian, germany, german, ['spanish', 'ss_2958392', 'ss_2958576', 'british', 'ss_3022177']
croatia, croatian, greece, greek, ['ss_2971469', 'mexican', 'ss_3023852', 'egyptian', 'argentine']
croatia, croatian, iceland, icelandic, ['shorthair', 'ss_2959720', 'swedish', 'ss_2957276', 'ss_3045750']
croatia, croatian, india, indian, ['dutch', 'british', 'american', 'indian', 'ss_2958576']
croatia, croatian, ireland, irish, ['mexican', 'ss_2959720', 'polish', 'danish', 'ss_2961258']
croatia, croatian, israel, israeli, ['mexican', 'ss_3023852', 'indian', 'ss_3026902', 'ss_2971469']
croatia, croatian, italy, italian, ['ss_2958576', 'mexican', 'spanish', 'italian', 'ss_2957066']
croatia, croatian, japan, japanese, ['british', 'japanese', 'ss_2965043', 'ss_2958576', 'mexican']
croatia, croatian, korea, korean, ['korean', 'vietnamese', 'mexican', 'ss_2927303', 'ss_2967791']
croatia, croatian, macedonia, macedonian, ['republic_of_macedonia', 'sudanese', 'ss_3023852', 'ss_2958576', 'macedonian']
croatia, croatian, malta, maltese, ['sudanese', 'liberian', 'chestnuts', 'slovenian', 'somali']
croatia, croatian, mexico, mexican, ['mexican', 'spanish', 'ss_8159924', 'ss_2958576', 'ss_3026902']
croatia, croatian, moldova, moldovan, ['moldovan', 'moroccan', 'ecuadorian', 'ss_2723158', 'ss_2966324']
croatia, croatian, netherlands, dutch, ['ss_2958576', 'danish', 'mexican', 'swedish', 'spanish']
croatia, croatian, norway, norwegian, ['danish', 'ss_2960338', 'ss_2959720', 'mexican', 'argentine']
