athens, greece, baghdad, iraq, ['iraq', 'al', 'abbasid', 'battery', 'province']
china, chinese, switzerland, swiss, ['sweden', 'austria', 'geneva', 'germany', 'liechtenstein']
china, chinese, thailand, thai, ['switzerland', 'laos', 'togo', 'bangkok', 'lanka']
china, chinese, ukraine, ukrainian, ['ussr', 'belarus', 'romania', 'poland', 'crimea']
china, chinese, albania, albanian, ['albanian', 'kosovo', 'macedonia', 'greece', 'andorra']
china, chinese, argentina, argentinean, ['brazil', 'aires', 'chile', 'bolivia', 'argentine']
china, chinese, australia, australian, ['south', 'new', 'western', 'canada', 'australian']
china, chinese, austria, austrian, ['hungary', 'germany', 'vienna', 'switzerland', 'duke']
china, chinese, brazil, brazilian, ['argentina', 'bolivia', 'brazilian', 'extinct', 'janeiro']
china, chinese, bulgaria, bulgarian, ['romania', 'bulgarian', 'greece', 'serbia', 'macedonia']
china, chinese, cambodia, cambodian, ['khmer', 'laos', 'rouge', 'norodom', 'sihanouk']
colombia, colombian, croatia, croatian, ['and', 'of', 'slovenia', 'bosnia', 'the']
colombia, colombian, denmark, danish, ['of', 'the', 'one', 'and', 'in']
colombia, colombian, egypt, egyptian, ['the', 'of', 'in', 'and', 'to']
colombia, colombian, england, english, ['of', 'in', 'the', 'and', 'one']
colombia, colombian, france, french, ['of', 'the', 'in', 'and', 'one']
colombia, colombian, germany, german, ['in', 'the', 'of', 'and', 'one']
colombia, colombian, greece, greek, ['the', 'of', 'in', 'and', 'one']
colombia, colombian, iceland, icelandic, ['norway', 'icelandic', 'greenland', 'ireland', 'denmark']
colombia, colombian, india, indian, ['the', 'of', 'in', 'and', 'to']
colombia, colombian, ireland, irish, ['of', 'the', 'in', 'and', 'northern']
colombia, colombian, israel, israeli, ['of', 'the', 'and', 'in', 'to']
colombia, colombian, italy, italian, ['in', 'the', 'and', 'of', 'one']
colombia, colombian, japan, japanese, ['in', 'the', 'of', 'and', 'one']
colombia, colombian, korea, korean, ['south', 'north', 'the', 'and', 'of']
colombia, colombian, macedonia, macedonian, ['of', 'the', 'republic', 'and', 'was']
colombia, colombian, malta, maltese, ['maltese', 'labour', 'island', 'party', 'lithuania']
colombia, colombian, mexico, mexican, ['the', 'of', 'in', 'and', 'new']
colombia, colombian, moldova, moldovan, ['romania', 'of', 'monaco', 'romanian', 'russian']
colombia, colombian, netherlands, dutch, ['the', 'one', 'and', 'in', 'of']
colombia, colombian, norway, norwegian, ['one', 'and', 'in', 'the', 'of']
colombia, colombian, peru, peruvian, ['and', 'one', 'paraguay', 'lima', 'bolivia']
colombia, colombian, poland, polish, ['of', 'the', 'in', 'one', 'and']
colombia, colombian, portugal, portuguese, ['of', 'one', 'and', 'the', 'in']
colombia, colombian, russia, russian, ['the', 'and', 'of', 'in', 'one']
colombia, colombian, slovakia, slovakian, ['slovenia', 'romania', 'hungary', 'poland', 'czech']
colombia, colombian, spain, spanish, ['the', 'of', 'in', 'and', 'one']
colombia, colombian, sweden, swedish, ['in', 'of', 'one', 'the', 'and']
colombia, colombian, switzerland, swiss, ['in', 'and', 'the', 'one', 'to']
colombia, colombian, thailand, thai, ['vietnam', 'laos', 'cambodia', 'malaysia', 'indonesia']
colombia, colombian, ukraine, ukrainian, ['one', 'russia', 'and', 'ussr', 'belarus']
colombia, colombian, albania, albanian, ['of', 'the', 'albanian', 'and', 'greece']
colombia, colombian, argentina, argentinean, ['in', 'and', 'the', 'one', 'to']
colombia, colombian, australia, australian, ['in', 'the', 'of', 'and', 'one']
colombia, colombian, austria, austrian, ['of', 'the', 'and', 'one', 'in']
colombia, colombian, brazil, brazilian, ['in', 'of', 'the', 'and', 'one']
colombia, colombian, bulgaria, bulgarian, ['of', 'and', 'the', 'one', 'romania']
colombia, colombian, cambodia, cambodian, ['vietnam', 'khmer', 'laos', 'thailand', 'rouge']
colombia, colombian, chile, chilean, ['s', 'the', 'and', 'in', 'of']
croatia, croatian, denmark, danish, ['of', 'the', 'in', 'one', 'and']
croatia, croatian, egypt, egyptian, ['the', 'in', 'of', 'and', 'to']
croatia, croatian, england, english, ['of', 'in', 'the', 'and', 'one']
croatia, croatian, france, french, ['of', 'the', 'in', 'and', 'one']
croatia, croatian, germany, german, ['in', 'the', 'of', 'and', 'one']
croatia, croatian, greece, greek, ['the', 'in', 'of', 'and', 'one']
croatia, croatian, iceland, icelandic, ['norway', 'icelandic', 'greenland', 'ireland', 'denmark']
croatia, croatian, india, indian, ['the', 'of', 'in', 'and', 'to']
croatia, croatian, ireland, irish, ['of', 'the', 'in', 'and', 'northern']
croatia, croatian, israel, israeli, ['of', 'the', 'and', 'in', 'to']
croatia, croatian, italy, italian, ['in', 'the', 'and', 'of', 'one']
croatia, croatian, japan, japanese, ['in', 'the', 'of', 'and', 'one']
croatia, croatian, korea, korean, ['south', 'north', 'the', 'in', 'and']
croatia, croatian, macedonia, macedonian, ['of', 'the', 'republic', 'was', 'greece']
croatia, croatian, malta, maltese, ['maltese', 'labour', 'island', 'lithuania', 'economy']
croatia, croatian, mexico, mexican, ['in', 'the', 'of', 'new', 'and']
croatia, croatian, moldova, moldovan, ['s', 'romania', 'monaco', 'has', 'in']
croatia, croatian, netherlands, dutch, ['the', 'in', 'one', 'and', 'of']
croatia, croatian, norway, norwegian, ['one', 'in', 'sweden', 'the', 'and']
croatia, croatian, peru, peruvian, ['ecuador', 'chile', 'bolivia', 'paraguay', 'lima']
croatia, croatian, poland, polish, ['of', 'the', 'in', 'one', 'and']
croatia, croatian, portugal, portuguese, ['of', 'one', 'the', 'in', 'and']
croatia, croatian, russia, russian, ['the', 'and', 'in', 'of', 'one']
croatia, croatian, slovakia, slovakian, ['poland', 'romania', 'bratislava', 'singapore', 'day']
croatia, croatian, spain, spanish, ['the', 'in', 'of', 'and', 'one']
croatia, croatian, sweden, swedish, ['in', 'of', 'one', 'the', 'and']
croatia, croatian, switzerland, swiss, ['in', 'and', 'the', 'one', 'sweden']
croatia, croatian, thailand, thai, ['vietnam', 'cambodia', 'laos', 'indonesia', 'malaysia']
croatia, croatian, ukraine, ukrainian, ['russia', 'one', 'ussr', 'belarus', 'poland']
croatia, croatian, albania, albanian, ['albanian', 'kosovo', 'greece', 'southern', 'andorra']
croatia, croatian, argentina, argentinean, ['in', 'one', 'the', 'and', 'brazil']
croatia, croatian, australia, australian, ['in', 'the', 'of', 'and', 'one']
croatia, croatian, austria, austrian, ['of', 'the', 'one', 'and', 'in']
croatia, croatian, brazil, brazilian, ['in', 'the', 'of', 'one', 'and']
croatia, croatian, bulgaria, bulgarian, ['of', 'one', 'the', 'in', 'romania']
croatia, croatian, cambodia, cambodian, ['vietnam', 'khmer', 'laos', 'thailand', 'china']
croatia, croatian, chile, chilean, ['s', 'in', 'de', 'the', 'argentina']
croatia, croatian, china, chinese, ['of', 'the', 'in', 'and', 'one']
denmark, danish, egypt, egyptian, ['the', 'in', 'and', 'of', 'to']
denmark, danish, england, english, ['of', 'in', 'the', 'and', 'one']
denmark, danish, france, french, ['of', 'the', 'in', 'and', 'one']
denmark, danish, germany, german, ['in', 'the', 'and', 'of', 'one']
denmark, danish, greece, greek, ['in', 'the', 'and', 'ancient', 'of']
denmark, danish, iceland, icelandic, ['icelandic', 'ireland', 'k', 'hungary', 'india']
denmark, danish, india, indian, ['the', 'in', 'of', 'and', 'to']
denmark, danish, ireland, irish, ['of', 'the', 'in', 'northern', 'and']
denmark, danish, israel, israeli, ['the', 'of', 'and', 'to', 'in']
denmark, danish, italy, italian, ['in', 'the', 'and', 'of', 'to']
denmark, danish, japan, japanese, ['in', 'the', 'of', 'and', 'one']
denmark, danish, korea, korean, ['south', 'north', 'japan', 'china', 'university']
denmark, danish, macedonia, macedonian, ['republic', 'greece', 'greek', 'yugoslav', 'of']
denmark, danish, malta, maltese, ['maltese', 'labour', 'island', 'economy', 'party']
denmark, danish, mexico, mexican, ['new', 'in', 'city', 'the', 'to']
denmark, danish, moldova, moldovan, ['s', 'romania', 'monaco', 'romanian', 'news']
denmark, danish, netherlands, dutch, ['the', 'and', 'one', 'in', 'nine']
denmark, danish, norway, norwegian, ['sweden', 'netherlands', 'oslo', 'magnus', 'bergen']
denmark, danish, peru, peruvian, ['bolivia', 'ecuador', 'chile', 'paraguay', 'lima']
denmark, danish, poland, polish, ['of', 'the', 'in', 'one', 'and']
denmark, danish, portugal, portuguese, ['spain', 'one', 'portuguese', 'afonso', 's']
denmark, danish, russia, russian, ['and', 'the', 'in', 'one', 'of']
denmark, danish, slovakia, slovakian, ['slovenia', 'romania', 'hungary', 'serbia', 'bratislava']
denmark, danish, spain, spanish, ['the', 'in', 'and', 'of', 'to']
denmark, danish, sweden, swedish, ['in', 'one', 'nine', 'zero', 'and']
denmark, danish, switzerland, swiss, ['geneva', 'austria', 'liechtenstein', 'rich', 'spain']
denmark, danish, thailand, thai, ['vietnam', 'laos', 'cambodia', 'malaysia', 'indonesia']
denmark, danish, ukraine, ukrainian, ['russia', 'ussr', 'belarus', 'romania', 'turkey']
denmark, danish, albania, albanian, ['albanian', 'kosovo', 'history', 'macedonia', 'greece']
denmark, danish, argentina, argentinean, ['brazil', 'chile', 'aires', 'bolivia', 'australia']
denmark, danish, australia, australian, ['in', 'the', 'and', 'of', 'one']
denmark, danish, austria, austrian, ['of', 'hungary', 'and', 'one', 'the']
denmark, danish, brazil, brazilian, ['in', 's', 'argentina', 'has', 'bolivia']
denmark, danish, bulgaria, bulgarian, ['romania', 'bulgarian', 'greece', 'serbia', 'macedonia']
denmark, danish, cambodia, cambodian, ['vietnam', 'khmer', 'laos', 'thailand', 'rouge']
denmark, danish, chile, chilean, ['s', 'de', 'argentina', 'peru', 'bolivia']
denmark, danish, china, chinese, ['of', 'the', 'in', 'and', 's']
denmark, danish, colombia, colombian, ['de', 'venezuela', 's', 'ecuador', 'peru']
egypt, egyptian, england, english, ['of', 'in', 'the', 'one', 'and']
egypt, egyptian, france, french, ['of', 'in', 'the', 'and', 'one']
egypt, egyptian, germany, german, ['in', 'the', 'and', 'one', 'of']
egypt, egyptian, greece, greek, ['greek', 'macedonia', 'italy', 'germany', 'turkey']
egypt, egyptian, iceland, icelandic, ['norway', 'icelandic', 'greenland', 'ireland', 'islands']
egypt, egyptian, india, indian, ['of', 'the', 'in', 'and', 's']
egypt, egyptian, ireland, irish, ['of', 'northern', 'the', 'in', 'and']
egypt, egyptian, israel, israeli, ['of', 'the', 'and', 's', 'to']
egypt, egyptian, italy, italian, ['in', 'one', 'germany', 'and', 'nine']
egypt, egyptian, japan, japanese, ['in', 'one', 'of', 'the', 'and']
egypt, egyptian, korea, korean, ['south', 'north', 'japan', 'university', 'china']
egypt, egyptian, macedonia, macedonian, ['republic', 'yugoslav', 'greek', 'serbia', 'greece']
egypt, egyptian, malta, maltese, ['maltese', 'island', 'labour', 'lithuania', 'economy']
egypt, egyptian, mexico, mexican, ['new', 'city', 'gulf', 'states', 'mexican']
egypt, egyptian, moldova, moldovan, ['romania', 'monaco', 'romanian', 'russian', 'soviet']
egypt, egyptian, netherlands, dutch, ['the', 'one', 'antilles', 'belgium', 'dutch']
egypt, egyptian, norway, norwegian, ['sweden', 'denmark', 'netherlands', 'iceland', 'oslo']
egypt, egyptian, peru, peruvian, ['bolivia', 'chile', 'paraguay', 'ecuador', 'lima']
egypt, egyptian, poland, polish, ['one', 'nine', 'lithuania', 'polish', 'germany']
egypt, egyptian, portugal, portuguese, ['spain', 'portuguese', 'afonso', 'b', 'king']
egypt, egyptian, russia, russian, ['one', 'and', 'nine', 'the', 'eight']
egypt, egyptian, slovakia, slovakian, ['slovenia', 'romania', 'hungary', 'czech', 'poland']
egypt, egyptian, spain, spanish, ['one', 'and', 'in', 'the', 'france']
egypt, egyptian, sweden, swedish, ['one', 'norway', 'nine', 'denmark', 'finland']
egypt, egyptian, switzerland, swiss, ['sweden', 'germany', 'austria', 'geneva', 'liechtenstein']
egypt, egyptian, thailand, thai, ['vietnam', 'cambodia', 'laos', 'malaysia', 'singapore']
egypt, egyptian, ukraine, ukrainian, ['russia', 'ussr', 'belarus', 'poland', 'romania']
egypt, egyptian, albania, albanian, ['albanian', 'kosovo', 'macedonia', 'bulgaria', 'andorra']
egypt, egyptian, argentina, argentinean, ['brazil', 'chile', 'aires', 'bolivia', 'australia']
egypt, egyptian, australia, australian, ['in', 'and', 'the', 'of', 'one']
egypt, egyptian, austria, austrian, ['hungary', 'germany', 'one', 'vienna', 'eight']
egypt, egyptian, brazil, brazilian, ['argentina', 'canada', 'bolivia', 'brazilian', 'portuguese']
egypt, egyptian, bulgaria, bulgarian, ['romania', 'bulgarian', 'serbia', 'macedonia', 'volga']
egypt, egyptian, cambodia, cambodian, ['vietnam', 'khmer', 'laos', 'thailand', 'rouge']
egypt, egyptian, chile, chilean, ['de', 'argentina', 'peru', 'bolivia', 'brazil']
egypt, egyptian, china, chinese, ['of', 'the', 'in', 'and', 'republic']
egypt, egyptian, colombia, colombian, ['de', 'venezuela', 'chile', 'peru', 'brazil']
egypt, egyptian, croatia, croatian, ['slovenia', 'bosnia', 'croatian', 'serbia', 'bulgaria']
england, english, france, french, ['and', 'nine', 'de', 'germany', 'one']
england, english, germany, german, ['nazi', 'nine', 'west', 'east', 'france']
england, english, greece, greek, ['ancient', 'greek', 'macedonia', 'turkey', 'italy']
england, english, iceland, icelandic, ['norway', 'icelandic', 'greenland', 'finland', 'k']
england, english, india, indian, ['east', 'company', 'pakistan', 'china', 'british']
england, english, ireland, irish, ['northern', 'republic', 'irish', 'britain', 'dublin']
england, english, israel, israeli, ['state', 'israeli', 'lebanon', 'egypt', 'jordan']
england, english, italy, italian, ['germany', 'greece', 'italian', 'japan', 'florence']
england, english, japan, japanese, ['china', 'emperor', 'korea', 'japanese', 'according']
england, english, korea, korean, ['south', 'north', 'japan', 'china', 'korean']
england, english, macedonia, macedonian, ['republic', 'greece', 'greek', 'yugoslav', 'serbia']
england, english, malta, maltese, ['maltese', 'labour', 'lithuania', 'economy', 'party']
england, english, mexico, mexican, ['city', 'gulf', 'mexican', 'texas', 'n']
england, english, moldova, moldovan, ['romania', 'republic', 'monaco', 'romanian', 'soviet']
england, english, netherlands, dutch, ['antilles', 'belgium', 'dutch', 'norway', 'luxembourg']
england, english, norway, norwegian, ['sweden', 'denmark', 'netherlands', 'finland', 'iceland']
england, english, peru, peruvian, ['ecuador', 'chile', 'bolivia', 'paraguay', 'lima']
england, english, poland, polish, ['lithuania', 'polish', 'hungary', 'greater', 'russia']
england, english, portugal, portuguese, ['spain', 'portuguese', 'afonso', 'poland', 'lisbon']
england, english, russia, russian, ['soviet', 'china', 'imperial', 'russian', 'ukraine']
england, english, slovakia, slovakian, ['slovenia', 'romania', 'republic', 'czech', 'hungary']
england, english, spain, spanish, ['portugal', 'spanish', 'italy', 'independence', 'africa']
england, english, sweden, swedish, ['norway', 'finland', 'denmark', 'stockholm', 'prize']
england, english, switzerland, swiss, ['sweden', 'austria', 'geneva', 'liechtenstein', 'rich']
england, english, thailand, thai, ['vietnam', 'cambodia', 'laos', 'indonesia', 'malaysia']
england, english, ukraine, ukrainian, ['russia', 'ussr', 'belarus', 'romania', 'poland']
england, english, albania, albanian, ['albanian', 'greece', 'kosovo', 'macedonia', 'bulgaria']
england, english, argentina, argentinean, ['chile', 'brazil', 'aires', 'bolivia', 'argentine']
england, english, australia, australian, ['south', 'western', 'canada', 'australian', 'zealand']
england, english, austria, austrian, ['hungary', 'germany', 'vienna', 'switzerland', 'belgium']
england, english, brazil, brazilian, ['argentina', 'bolivia', 'brazilian', 'portuguese', 'chile']
england, english, bulgaria, bulgarian, ['romania', 'bulgarian', 'greece', 'serbia', 'macedonia']
england, english, cambodia, cambodian, ['vietnam', 'khmer', 'laos', 'thailand', 'rouge']
england, english, chile, chilean, ['argentina', 'de', 'peru', 'bolivia', 'colombia']
england, english, china, chinese, ['republic', 'mainland', 'people', 's', 'taiwan']
england, english, colombia, colombian, ['venezuela', 'ecuador', 'chile', 'peru', 'republic']
england, english, croatia, croatian, ['slovenia', 'bosnia', 'croatian', 'serbia', 'bulgaria']
england, english, denmark, danish, ['norway', 'sweden', 'copenhagen', 'finland', 'danish']
france, french, germany, german, ['nazi', 'west', 'east', 's', 'german']
france, french, greece, greek, ['ancient', 'greek', 'macedonia', 'turkey', 'athens']
france, french, iceland, icelandic, ['icelandic', 'greenland', 'norway', 'k', 'reykjav']
france, french, india, indian, ['east', 'company', 'pakistan', 'british', 'china']
france, french, ireland, irish, ['northern', 'republic', 'irish', 'scotland', 'dublin']
france, french, israel, israeli, ['state', 'israeli', 'ancient', 'jordan', 'lebanon']
france, french, italy, italian, ['italian', 'florence', 'rome', 'fascist', 'northern']
france, french, japan, japanese, ['korea', 'emperor', 'japanese', 'china', 'according']
france, french, korea, korean, ['south', 'north', 'japan', 'university', 'korean']
