athens, greece, baghdad, iraq, ['iraq', 'al', 'abbasid', 'battery', 'province', 'international', 'caliph', 'caliphs', 'iraqi', 'airport']
ireland, irish, russia, russian, ['one', 'nine', 'and', 'with', 'seven', 'eight', 'soviet', 'zero', 'to', 'two']
ireland, irish, slovakia, slovakian, ['slovenia', 'romania', 'czech', 'poland', 'hungary', 'serbia', 'bratislava', 'ukraine', 'czechoslovakia', 'croatia']
ireland, irish, spain, spanish, ['to', 'france', 'from', 'one', 'portugal', 'spanish', 'eight', 'five', 'with', 'war']
ireland, irish, sweden, swedish, ['norway', 'denmark', 'finland', 'stockholm', 'prize', 'held', 'switzerland', 'russia', 'swedish', 'b']
ireland, irish, switzerland, swiss, ['sweden', 'germany', 'austria', 'geneva', 'liechtenstein', 'rich', 'belgium', 'turkey', 'basel', 'lausanne']
ireland, irish, thailand, thai, ['vietnam', 'cambodia', 'laos', 'china', 'malaysia', 'singapore', 'myanmar', 'lanka', 'philippines', 'togo']
ireland, irish, ukraine, ukrainian, ['russia', 'ussr', 'belarus', 'poland', 'romania', 'turkey', 'crimea', 'bulgaria', 'georgia', 'soviet']
ireland, irish, albania, albanian, ['albanian', 'kosovo', 'macedonia', 'bulgaria', 'andorra', 'serbia', 'albanians', 'montenegro', 'algeria', 'greece']
ireland, irish, argentina, argentinean, ['chile', 'brazil', 'aires', 'bolivia', 'argentine', 'uruguay', 'buenos', 'against', 'america', 'paraguay']
ireland, irish, australia, australian, ['south', 'and', 'in', 'new', 'one', 'nine', 'zero', 'western', 's', 'canada']
ireland, irish, austria, austrian, ['hungary', 'germany', 'vienna', 'switzerland', 'german', 'duke', 'belgium', 'emperor', 'austrian', 'prussia']
ireland, irish, brazil, brazilian, ['argentina', 'bolivia', 'brazilian', 'portuguese', 'chile', 'janeiro', 'extinct', 'rio', 'canada', 'america']
ireland, irish, bulgaria, bulgarian, ['romania', 'bulgarian', 'serbia', 'macedonia', 'greece', 'turkey', 'volga', 'ministry', 'herzegovina', 'croatia']
ireland, irish, cambodia, cambodian, ['vietnam', 'khmer', 'laos', 'thailand', 'china', 'rouge', 'asia', 'cameroon', 'burma', 'norodom']
ireland, irish, chile, chilean, ['argentina', 'de', 'peru', 'bolivia', 'colombia', 'brazil', 'chilean', 'santiago', 'pinochet', 'ecuador']
ireland, irish, china, chinese, ['of', 'in', 's', 'and', 'the', 'to', 'republic', 'mainland', 'people', 'one']
ireland, irish, colombia, colombian, ['venezuela', 'ecuador', 'chile', 'de', 'peru', 'brazil', 'bogot', 'costa', 'bolivia', 'colombian']
ireland, irish, croatia, croatian, ['slovenia', 'bosnia', 'croatian', 'serbia', 'bulgaria', 'herzegovina', 'zagreb', 'montenegro', 'hungary', 'dalmatia']
ireland, irish, denmark, danish, ['norway', 'sweden', 'germany', 'copenhagen', 'danish', 'finland', 'estonia', 'greenland', 'b', 'belgium']
ireland, irish, egypt, egyptian, ['ancient', 'israel', 'syria', 'to', 'egyptian', 'alexandria', 'with', 'bc', 'cairo', 'arab']
ireland, irish, england, english, ['of', 'in', 'the', 'one', 'and', 'to', 'new', 'was', 'a', 'for']
ireland, irish, france, french, ['in', 'and', 'one', 'the', 'of', 'to', 'nine', 'zero', 'germany', 'eight']
ireland, irish, germany, german, ['in', 'the', 'one', 'and', 'nine', 'to', 'nazi', 's', 'west', 'was']
ireland, irish, greece, greek, ['ancient', 'greek', 'turkey', 'macedonia', 'germany', 'bulgaria', 'athens', 'serbia', 'classical', 'rome']
ireland, irish, iceland, icelandic, ['norway', 'icelandic', 'greenland', 'denmark', 'k', 'reykjav', 'hungary', 'sweden', 'faroe', 'military']
israel, israeli, italy, italian, ['in', 'germany', 'france', 'one', 'northern', 'italian', 'spain', 'four', 'southern', 'he']
israel, israeli, japan, japanese, ['in', 'one', 'china', 'nine', 'emperor', 'korea', 'japanese', 'eight', 'three', 'five']
israel, israeli, korea, korean, ['south', 'north', 'japan', 'china', 'university', 'korean', 'college', 'republic', 'taiwan', 'japanese']
israel, israeli, macedonia, macedonian, ['republic', 'greece', 'greek', 'yugoslav', 'serbia', 'bulgaria', 'macedonian', 'thrace', 'albania', 'aegean']
israel, israeli, malta, maltese, ['maltese', 'island', 'islands', 'lithuania', 'labour', 'mali', 'marshall', 'moldova', 'macedonia', 'constitution']
israel, israeli, mexico, mexican, ['new', 'city', 'gulf', 'mexican', 'de', 'n', 'america', 'canada', 'texas', 'central']
israel, israeli, moldova, moldovan, ['romania', 'republic', 'monaco', 'romanian', 'ukraine', 'malta', 'moldavia', 'eu', 'crime', 'coat']
israel, israeli, netherlands, dutch, ['the', 'antilles', 'belgium', 'dutch', 'france', 'germany', 'norway', 'new', 'spain', 'five']
israel, israeli, norway, norwegian, ['sweden', 'denmark', 'netherlands', 'finland', 'iceland', 'oslo', 'bergen', 'magnus', 'poland', 'islands']
israel, israeli, peru, peruvian, ['ecuador', 'chile', 'bolivia', 'paraguay', 'lima', 'colombia', 'brazil', 'venezuela', 'panama', 'uruguay']
israel, israeli, poland, polish, ['one', 'lithuania', 'polish', 'germany', 'russia', 'hungary', 'lesser', 'warsaw', 'greater', 'w']
israel, israeli, portugal, portuguese, ['spain', 'portuguese', 'afonso', 'poland', 'd', 'lisbon', 'i', 'b', 'ii', 'netherlands']
israel, israeli, russia, russian, ['one', 'eight', 'soviet', 'nine', 'seven', 'in', 'china', 'imperial', 'five', 'ukraine']
israel, israeli, slovakia, slovakian, ['slovenia', 'romania', 'czech', 'republic', 'hungary', 'poland', 'bratislava', 'serbia', 'montenegro', 'austria']
israel, israeli, spain, spanish, ['one', 'in', 'france', 'portugal', 'from', 'spanish', 'eight', 'five', 'six', 'italy']
israel, israeli, sweden, swedish, ['norway', 'denmark', 'finland', 'stockholm', 'prize', 'switzerland', 'held', 'russia', 'd', 'spain']
israel, israeli, switzerland, swiss, ['sweden', 'germany', 'austria', 'geneva', 'liechtenstein', 'rich', 'belgium', 'france', 'norway', 'spain']
israel, israeli, thailand, thai, ['vietnam', 'cambodia', 'laos', 'china', 'malaysia', 'singapore', 'myanmar', 'switzerland', 'philippines', 'lanka']
israel, israeli, ukraine, ukrainian, ['russia', 'ussr', 'belarus', 'poland', 'romania', 'crimea', 'bulgaria', 'turkey', 'georgia', 'slovakia']
israel, israeli, albania, albanian, ['albanian', 'kosovo', 'macedonia', 'bulgaria', 'greece', 'andorra', 'montenegro', 'albanians', 'serbia', 'communist']
israel, israeli, argentina, argentinean, ['brazil', 'chile', 'aires', 'bolivia', 'australia', 'argentine', 'uruguay', 'buenos', 'n', 'islands']
israel, israeli, australia, australian, ['in', 'south', 'one', 'new', 'western', 'canada', 'australian', 'nine', 'zealand', 'zero']
israel, israeli, austria, austrian, ['hungary', 'germany', 'vienna', 'switzerland', 'belgium', 'german', 'duke', 'emperor', 'austrian', 'b']
israel, israeli, brazil, brazilian, ['argentina', 'bolivia', 'canada', 'brazilian', 'portuguese', 'australia', 'chile', 'extinct', 'janeiro', 'rio']
israel, israeli, bulgaria, bulgarian, ['romania', 'bulgarian', 'greece', 'serbia', 'macedonia', 'volga', 'croatia', 'republic', 'herzegovina', 'ukraine']
israel, israeli, cambodia, cambodian, ['vietnam', 'khmer', 'laos', 'thailand', 'rouge', 'china', 'cameroon', 'burma', 'norodom', 'sihanouk']
israel, israeli, chile, chilean, ['de', 'argentina', 'peru', 'bolivia', 'colombia', 'brazil', 'chilean', 'santiago', 'pinochet', 'ecuador']
israel, israeli, china, chinese, ['in', 'republic', 'of', 'one', 'mainland', 'and', 'people', 'taiwan', 'japan', 's']
israel, israeli, colombia, colombian, ['venezuela', 'ecuador', 'de', 'chile', 'peru', 'brazil', 'bogot', 'republic', 'costa', 'bolivia']
israel, israeli, croatia, croatian, ['slovenia', 'bosnia', 'croatian', 'serbia', 'bulgaria', 'herzegovina', 'republic', 'montenegro', 'zagreb', 'hungary']
israel, israeli, denmark, danish, ['norway', 'sweden', 'germany', 'copenhagen', 'finland', 'danish', 'belgium', 'b', 'republic', 'estonia']
israel, israeli, egypt, egyptian, ['ancient', 'alexandria', 'egyptian', 'bc', 'cairo', 'africa', 'upper', 'mesopotamia', 'nile', 'where']
israel, israeli, england, english, ['in', 'of', 'one', 'the', 'and', 'new', 'to', 'was', 'a', 'church']
israel, israeli, france, french, ['in', 'one', 'and', 'of', 'the', 'nine', 'to', 'germany', 'eight', 'de']
israel, israeli, germany, german, ['in', 'one', 'and', 'the', 'nine', 'nazi', 'was', 'france', 'west', 'east']
israel, israeli, greece, greek, ['ancient', 'greek', 'macedonia', 'turkey', 'germany', 'athens', 'bulgaria', 'italy', 'classical', 'serbia']
israel, israeli, iceland, icelandic, ['norway', 'icelandic', 'greenland', 'denmark', 'islands', 'k', 'sweden', 'finland', 'hungary', 'reykjav']
israel, israeli, india, indian, ['in', 'east', 'company', 'and', 'british', 'one', 'pakistan', 'china', 'south', 'the']
italy, italian, japan, japanese, ['of', 'in', 'the', 'one', 's', 'nine', 'and', 'china', 'emperor', 'is']
italy, italian, korea, korean, ['south', 'north', 'japan', 'university', 'china', 'korean', 'college', 'taiwan', 'republic', 'japanese']
italy, italian, macedonia, macedonian, ['republic', 'yugoslav', 'greek', 'serbia', 'macedonian', 'bulgaria', 'name', 'thrace', 'aegean', 'former']
italy, italian, malta, maltese, ['maltese', 'labour', 'island', 'economy', 'mali', 'moldova', 'cyprus', 'marshall', 'lithuania', 'gozo']
italy, italian, mexico, mexican, ['new', 'city', 'gulf', 'mexican', 'states', 'america', 'n', 'canada', 'texas', 'de']
italy, italian, moldova, moldovan, ['romania', 'republic', 'romanian', 'news', 'russian', 'independence', 'moldavia', 'communications', 'monaco', 'transportation']
italy, italian, netherlands, dutch, ['the', 'antilles', 'dutch', 'belgium', 'norway', 'new', 'amsterdam', 'east', 'spanish', 'united']
italy, italian, norway, norwegian, ['sweden', 'denmark', 'oslo', 'iceland', 'bergen', 'finland', 'magnus', 'netherlands', 'norwegian', 'islands']
italy, italian, peru, peruvian, ['ecuador', 'chile', 'bolivia', 'paraguay', 'lima', 'colombia', 'panama', 'venezuela', 'el', 'philippines']
italy, italian, poland, polish, ['lithuania', 'polish', 'greater', 'lesser', 'warsaw', 'w', 'russia', 'king', 'of', 'ukraine']
italy, italian, portugal, portuguese, ['portuguese', 'afonso', 'spain', 'lisbon', 'b', 'd', 'i', 'independence', 'king', 'madeira']
italy, italian, russia, russian, ['one', 'and', 'the', 'nine', 'of', 'soviet', 'eight', 's', 'seven', 'with']
italy, italian, slovakia, slovakian, ['slovenia', 'czech', 'bratislava', 'slovak', 'singapore', 'republic', 'serbia', 'czecho', 'czechoslovakia', 'koruna']
italy, italian, spain, spanish, ['of', 'the', 'portugal', 'spanish', 'from', 'one', 'eight', 'to', 'independence', 's']
italy, italian, sweden, swedish, ['norway', 'denmark', 'finland', 'stockholm', 'held', 'prize', 'switzerland', 'bank', 'swedish', 'university']
italy, italian, switzerland, swiss, ['sweden', 'geneva', 'rich', 'liechtenstein', 'basel', 'lausanne', 'z', 'austria', 'swiss', 'zurich']
italy, italian, thailand, thai, ['vietnam', 'cambodia', 'laos', 'malaysia', 'singapore', 'myanmar', 'lanka', 'philippines', 'togo', 'indonesia']
italy, italian, ukraine, ukrainian, ['ussr', 'belarus', 'russia', 'crimea', 'romania', 'bulgaria', 'poland', 'georgia', 'uganda', 'kiev']
italy, italian, albania, albanian, ['albanian', 'kosovo', 'macedonia', 'andorra', 'bulgaria', 'albanians', 'serbia', 'algeria', 'note', 'bosnia']
italy, italian, argentina, argentinean, ['chile', 'brazil', 'aires', 'bolivia', 'argentine', 'uruguay', 'buenos', 'australia', 'n', 'paraguay']
italy, italian, australia, australian, ['of', 'the', 'south', 'and', 'in', 's', 'new', 'one', 'western', 'is']
italy, italian, austria, austrian, ['hungary', 'vienna', 'duke', 'prussia', 'austrian', 'b', 'archduke', 'emperor', 'lower', 'switzerland']
italy, italian, brazil, brazilian, ['argentina', 'bolivia', 'canada', 'brazilian', 'portuguese', 'chile', 'extinct', 'janeiro', 'rio', 'o']
italy, italian, bulgaria, bulgarian, ['romania', 'bulgarian', 'serbia', 'macedonia', 'volga', 'ministry', 'herzegovina', 'republic', 'crimea', 'montenegro']
italy, italian, cambodia, cambodian, ['vietnam', 'khmer', 'laos', 'thailand', 'rouge', 'cameroon', 'asia', 'burma', 'norodom', 'sihanouk']
italy, italian, chile, chilean, ['de', 'argentina', 'peru', 'bolivia', 'colombia', 'chilean', 'santiago', 'pinochet', 'brazil', 'ecuador']
italy, italian, china, chinese, ['of', 'the', 'republic', 'in', 's', 'and', 'people', 'mainland', 'to', 'a']
italy, italian, colombia, colombian, ['ecuador', 'venezuela', 'chile', 'de', 'bogot', 'peru', 'costa', 'bolivia', 'colombian', 'brazil']
italy, italian, croatia, croatian, ['bosnia', 'slovenia', 'croatian', 'serbia', 'herzegovina', 'zagreb', 'bulgaria', 'montenegro', 'cyprus', 'republic']
italy, italian, denmark, danish, ['norway', 'sweden', 'copenhagen', 'danish', 'finland', 'estonia', 'greenland', 'b', 'republic', 'islands']
italy, italian, egypt, egyptian, ['ancient', 'syria', 'israel', 'egyptian', 'alexandria', 'cairo', 'bc', 'of', 'arab', 'as']
italy, italian, england, english, ['of', 'the', 'in', 'and', 'one', 'to', 'new', 'a', 's', 'for']
italy, italian, france, french, ['of', 'the', 'in', 'and', 'one', 'to', 'nine', 'eight', 'zero', 'de']
italy, italian, germany, german, ['the', 'in', 'of', 'and', 'one', 'nine', 's', 'nazi', 'to', 'west']
italy, italian, greece, greek, ['ancient', 'greek', 'macedonia', 'athens', 'turkey', 'bulgaria', 'classical', 'serbia', 'mainland', 'cyprus']
italy, italian, iceland, icelandic, ['icelandic', 'norway', 'greenland', 'k', 'islands', 'denmark', 'reykjav', 'atlantic', 'faroe', 'danish']
italy, italian, india, indian, ['of', 'the', 'in', 'and', 's', 'east', 'company', 'is', 'british', 'pakistan']
italy, italian, ireland, irish, ['of', 'northern', 'the', 'republic', 'irish', 'is', 'scotland', 'britain', 'and', 's']
japan, japanese, korea, korean, ['south', 'north', 'university', 'college', 'korean', 'republic', 'chungcheong', 'seoul', 'national', 'busan']
japan, japanese, macedonia, macedonian, ['republic', 'greece', 'greek', 'yugoslav', 'serbia', 'bulgaria', 'macedonian', 'thrace', 'aegean', 'albania']
japan, japanese, malta, maltese, ['maltese', 'labour', 'lithuania', 'moldova', 'mali', 'macedonia', 'marshall', 'cyprus', 'gozo', 'forums']
japan, japanese, mexico, mexican, ['new', 'city', 'gulf', 'mexican', 'de', 'n', 'texas', 'southern', 'central', 'border']
japan, japanese, moldova, moldovan, ['romania', 'republic', 'monaco', 'romanian', 'malta', 'news', 'ukraine', 'moldavia', 'river', 'crime']
japan, japanese, netherlands, dutch, ['the', 'antilles', 'belgium', 'dutch', 'norway', 'kingdom', 'luxembourg', 'amsterdam', 'portugal', 'france']
japan, japanese, norway, norwegian, ['sweden', 'denmark', 'netherlands', 'finland', 'oslo', 'iceland', 'bergen', 'magnus', 'king', 'switzerland']
japan, japanese, peru, peruvian, ['ecuador', 'bolivia', 'chile', 'paraguay', 'lima', 'colombia', 'panama', 'venezuela', 'el', 'km']
japan, japanese, poland, polish, ['lithuania', 'polish', 'king', 'greater', 'hungary', 'lesser', 'warsaw', 'w', 'ukraine', 'romania']
japan, japanese, portugal, portuguese, ['spain', 'portuguese', 'afonso', 'king', 'i', 'lisbon', 'poland', 'romania', 'madeira', 'john']
japan, japanese, russia, russian, ['soviet', 'and', 'ukraine', 'from', 'russian', 'poland', 'ussr', 'belarus', 'alexander', 'petersburg']
japan, japanese, slovakia, slovakian, ['slovenia', 'romania', 'czech', 'hungary', 'serbia', 'bratislava', 'montenegro', 'croatia', 'ukraine', 'slovak']
japan, japanese, spain, spanish, ['from', 'france', 'portugal', 'spanish', 'independence', 'king', 'de', 'africa', 'gibraltar', 'philip']
japan, japanese, sweden, swedish, ['norway', 'denmark', 'finland', 'stockholm', 'held', 'prize', 'switzerland', 'king', 'swedish', 'bank']
japan, japanese, switzerland, swiss, ['sweden', 'austria', 'geneva', 'liechtenstein', 'rich', 'belgium', 'basel', 'lausanne', 'turkey', 'swiss']
japan, japanese, thailand, thai, ['vietnam', 'laos', 'cambodia', 'myanmar', 'togo', 'switzerland', 'lanka', 'bangkok', 'tajikistan', 'siam']
japan, japanese, ukraine, ukrainian, ['ussr', 'belarus', 'russia', 'romania', 'poland', 'crimea', 'bulgaria', 'turkey', 'georgia', 'lithuania']
japan, japanese, albania, albanian, ['albanian', 'kosovo', 'greece', 'macedonia', 'bulgaria', 'andorra', 'montenegro', 'serbia', 'southern', 'albanians']
japan, japanese, argentina, argentinean, ['chile', 'brazil', 'aires', 'bolivia', 'argentine', 'buenos', 'uruguay', 'paraguay', 'n', 'barbuda']
japan, japanese, australia, australian, ['south', 'new', 'and', 'western', 'canada', 'australian', 'zealand', 'sydney', 'victoria', 'england']
japan, japanese, austria, austrian, ['hungary', 'germany', 'vienna', 'switzerland', 'duke', 'german', 'belgium', 'austrian', 'prussia', 'i']
japan, japanese, brazil, brazilian, ['argentina', 'bolivia', 'brazilian', 'extinct', 'portuguese', 'janeiro', 'rio', 'km', 'de', 'chile']
japan, japanese, bulgaria, bulgarian, ['romania', 'bulgarian', 'greece', 'serbia', 'macedonia', 'volga', 'ministry', 'herzegovina', 'croatia', 'turkey']
japan, japanese, cambodia, cambodian, ['khmer', 'vietnam', 'laos', 'rouge', 'thailand', 'cameroon', 'burma', 'norodom', 'sihanouk', 'phnom']
japan, japanese, chile, chilean, ['de', 'argentina', 'peru', 'bolivia', 'colombia', 'chilean', 'santiago', 'pinochet', 'ecuador', 'el']
japan, japanese, china, chinese, ['of', 'republic', 'the', 'and', 'people', 'mainland', 's', 'taiwan', 'chinese', 'to']
japan, japanese, colombia, colombian, ['de', 'ecuador', 'venezuela', 'chile', 'bogot', 'peru', 'costa', 'colombian', 'bolivia', 'gran']
japan, japanese, croatia, croatian, ['slovenia', 'bosnia', 'croatian', 'serbia', 'bulgaria', 'herzegovina', 'montenegro', 'zagreb', 'hungary', 'dalmatia']
japan, japanese, denmark, danish, ['norway', 'sweden', 'copenhagen', 'finland', 'danish', 'king', 'estonia', 'greenland', 'belgium', 'republic']
japan, japanese, egypt, egyptian, ['ancient', 'israel', 'syria', 'egyptian', 'alexandria', 'bc', 'cairo', 'arab', 'jordan', 'al']
japan, japanese, england, english, ['of', 'the', 'in', 'and', 'to', 'one', 'new', 'was', 'for', 'a']
japan, japanese, france, french, ['of', 'the', 'and', 'in', 'one', 'to', 'de', 'from', 'nine', 'germany']
