athens, greece, baghdad, iraq, ['finland']
looking, looked, knowing, knew, ['forgot']
looking, looked, listening, listened, ['refusing']
moving, moved, paying, paid, ['plans']
moving, moved, playing, played, ['meanwhile']
moving, moved, predicting, predicted, ['petitioned']
moving, moved, reading, read, ['conquest']
moving, moved, running, ran, ['returned']
moving, moved, saying, said, ['recalled']
moving, moved, screaming, screamed, ['picts']
moving, moved, seeing, saw, ['recalled']
moving, moved, selling, sold, ['spears']
moving, moved, shrinking, shrank, ['dwindled']
moving, moved, singing, sang, ['parton']
moving, moved, sitting, sat, ['meanwhile']
moving, moved, sleeping, slept, ['inventions']
moving, moved, slowing, slowed, ['stepped']
moving, moved, spending, spent, ['investment']
moving, moved, striking, struck, ['resemblance']
moving, moved, swimming, swam, ['hospital']
moving, moved, taking, took, ['took']
moving, moved, thinking, thought, ['ideas']
moving, moved, vanishing, vanished, ['infraorder']
moving, moved, walking, walked, ['sailed']
moving, moved, writing, wrote, ['meanwhile']
moving, moved, dancing, danced, ['beggar']
moving, moved, decreasing, decreased, ['dwindled']
moving, moved, describing, described, ['inventions']
moving, moved, enhancing, enhanced, ['bolster']
moving, moved, falling, fell, ['fell']
moving, moved, feeding, fed, ['family']
moving, moved, flying, flew, ['circus']
moving, moved, generating, generated, ['traverse']
moving, moved, going, went, ['returned']
moving, moved, hiding, hid, ['meanwhile']
moving, moved, hitting, hit, ['entourage']
moving, moved, implementing, implemented, ['encouraging']
moving, moved, increasing, increased, ['dwindled']
moving, moved, jumping, jumped, ['sailed']
moving, moved, knowing, knew, ['recalled']
moving, moved, listening, listened, ['to']
moving, moved, looking, looked, ['fled']
paying, paid, playing, played, ['played']
paying, paid, predicting, predicted, ['rats']
paying, paid, reading, read, ['references']
paying, paid, running, ran, ['gags']
paying, paid, saying, said, ['said']
paying, paid, screaming, screamed, ['fern']
paying, paid, seeing, saw, ['wmo']
paying, paid, selling, sold, ['singles']
paying, paid, shrinking, shrank, ['gnomes']
paying, paid, singing, sang, ['pop']
paying, paid, sitting, sat, ['buried']
paying, paid, sleeping, slept, ['heterosexual']
paying, paid, slowing, slowed, ['stepped']
paying, paid, spending, spent, ['budget']
paying, paid, striking, struck, ['similarities']
paying, paid, swimming, swam, ['pool']
paying, paid, taking, took, ['take']
paying, paid, thinking, thought, ['learned']
paying, paid, vanishing, vanished, ['detainees']
paying, paid, walking, walked, ['ramps']
paying, paid, writing, wrote, ['screenplays']
paying, paid, dancing, danced, ['ragtime']
paying, paid, decreasing, decreased, ['varying']
paying, paid, describing, described, ['tragedies']
paying, paid, enhancing, enhanced, ['indentured']
paying, paid, falling, fell, ['tossed']
paying, paid, feeding, fed, ['laundering']
paying, paid, flying, flew, ['saucers']
paying, paid, generating, generated, ['normalised']
paying, paid, going, went, ['you']
paying, paid, hiding, hid, ['quietly']
paying, paid, hitting, hit, ['payroll']
paying, paid, implementing, implemented, ['fraudulent']
paying, paid, increasing, increased, ['increased']
paying, paid, jumping, jumped, ['jumps']
paying, paid, knowing, knew, ['everyone']
paying, paid, listening, listened, ['live']
paying, paid, looking, looked, ['alive']
paying, paid, moving, moved, ['hyenas']
playing, played, predicting, predicted, ['locals']
playing, played, reading, read, ['edited']
playing, played, running, ran, ['run']
playing, played, saying, said, ['said']
playing, played, screaming, screamed, ['kraftwerk']
playing, played, seeing, saw, ['dying']
playing, played, selling, sold, ['hit']
playing, played, shrinking, shrank, ['expanding']
playing, played, singing, sang, ['song']
playing, played, sitting, sat, ['supper']
playing, played, sleeping, slept, ['halloween']
playing, played, slowing, slowed, ['shut']
playing, played, spending, spent, ['budget']
playing, played, striking, struck, ['resemblance']
playing, played, swimming, swam, ['pool']
playing, played, taking, took, ['taken']
playing, played, thinking, thought, ['thoughts']
playing, played, vanishing, vanished, ['permutation']
playing, played, walking, walked, ['intermediaries']
playing, played, writing, wrote, ['written']
playing, played, dancing, danced, ['dances']
playing, played, decreasing, decreased, ['diminished']
playing, played, describing, described, ['described']
playing, played, enhancing, enhanced, ['roles']
playing, played, falling, fell, ['gone']
playing, played, feeding, fed, ['contingent']
playing, played, flying, flew, ['circus']
playing, played, generating, generated, ['computable']
playing, played, going, went, ['gone']
playing, played, hiding, hid, ['somewhere']
playing, played, hitting, hit, ['hit']
playing, played, implementing, implemented, ['undertaken']
playing, played, increasing, increased, ['increased']
playing, played, jumping, jumped, ['batter']
playing, played, knowing, knew, ['everyone']
playing, played, listening, listened, ['welcome']
playing, played, looking, looked, ['alive']
playing, played, moving, moved, ['move']
playing, played, paying, paid, ['tribute']
predicting, predicted, reading, read, ['explained']
predicting, predicted, running, ran, ['calculated']
predicting, predicted, saying, said, ['explained']
predicting, predicted, screaming, screamed, ['dawn']
predicting, predicted, seeing, saw, ['certainly']
predicting, predicted, selling, sold, ['arguably']
predicting, predicted, shrinking, shrank, ['calculated']
predicting, predicted, singing, sang, ['takeshi']
predicting, predicted, sitting, sat, ['delivered']
predicting, predicted, sleeping, slept, ['not']
predicting, predicted, slowing, slowed, ['calculated']
predicting, predicted, spending, spent, ['substantially']
predicting, predicted, striking, struck, ['likely']
predicting, predicted, swimming, swam, ['extracted']
predicting, predicted, taking, took, ['calculated']
predicting, predicted, thinking, thought, ['thought']
predicting, predicted, vanishing, vanished, ['imbibed']
predicting, predicted, walking, walked, ['rotated']
predicting, predicted, writing, wrote, ['taught']
predicting, predicted, dancing, danced, ['classical']
predicting, predicted, decreasing, decreased, ['calculated']
predicting, predicted, describing, described, ['described']
predicting, predicted, enhancing, enhanced, ['calculated']
predicting, predicted, falling, fell, ['removed']
predicting, predicted, feeding, fed, ['calculated']
predicting, predicted, flying, flew, ['elves']
predicting, predicted, generating, generated, ['quantity']
predicting, predicted, going, went, ['certainly']
predicting, predicted, hiding, hid, ['spared']
predicting, predicted, hitting, hit, ['demonstrated']
predicting, predicted, implementing, implemented, ['remedied']
predicting, predicted, increasing, increased, ['reduced']
predicting, predicted, jumping, jumped, ['safely']
predicting, predicted, knowing, knew, ['certainly']
predicting, predicted, listening, listened, ['constrained']
predicting, predicted, looking, looked, ['actually']
predicting, predicted, moving, moved, ['light']
predicting, predicted, paying, paid, ['substantially']
predicting, predicted, playing, played, ['played']
reading, read, running, ran, ['sporadically']
reading, read, saying, said, ['actually']
reading, read, screaming, screamed, ['bodied']
reading, read, seeing, saw, ['wish']
reading, read, selling, sold, ['sold']
reading, read, shrinking, shrank, ['reclaimed']
reading, read, singing, sang, ['pop']
reading, read, sitting, sat, ['sit']
reading, read, sleeping, slept, ['sell']
reading, read, slowing, slowed, ['shut']
reading, read, spending, spent, ['carry']
reading, read, striking, struck, ['comprehend']
reading, read, swimming, swam, ['pools']
reading, read, taking, took, ['take']
reading, read, thinking, thought, ['thoughts']
reading, read, vanishing, vanished, ['pips']
reading, read, walking, walked, ['ramps']
reading, read, writing, wrote, ['write']
reading, read, dancing, danced, ['pan']
reading, read, decreasing, decreased, ['computable']
reading, read, describing, described, ['describe']
reading, read, enhancing, enhanced, ['recreate']
reading, read, falling, fell, ['inside']
reading, read, feeding, fed, ['carry']
reading, read, flying, flew, ['fortresses']
reading, read, generating, generated, ['computable']
reading, read, going, went, ['keep']
reading, read, hiding, hid, ['inside']
reading, read, hitting, hit, ['hit']
reading, read, implementing, implemented, ['implement']
reading, read, increasing, increased, ['reduced']
reading, read, jumping, jumped, ['ramps']
reading, read, knowing, knew, ['comprehend']
reading, read, listening, listened, ['comprehend']
reading, read, looking, looked, ['keep']
reading, read, moving, moved, ['evaporate']
reading, read, paying, paid, ['sell']
reading, read, playing, played, ['played']
reading, read, predicting, predicted, ['gentiles']
running, ran, saying, said, ['remarked']
running, ran, screaming, screamed, ['reigned']
running, ran, seeing, saw, ['wept']
running, ran, selling, sold, ['bought']
running, ran, shrinking, shrank, ['opted']
running, ran, singing, sang, ['sings']
running, ran, sitting, sat, ['stood']
running, ran, sleeping, slept, ['trouble']
running, ran, slowing, slowed, ['drilling']
running, ran, spending, spent, ['budget']
running, ran, striking, struck, ['consequences']
running, ran, swimming, swam, ['boarding']
running, ran, taking, took, ['revenge']
running, ran, thinking, thought, ['testified']
running, ran, vanishing, vanished, ['mast']
running, ran, walking, walked, ['walked']
running, ran, writing, wrote, ['prayed']
running, ran, dancing, danced, ['quit']
running, ran, decreasing, decreased, ['opted']
running, ran, describing, described, ['instance']
running, ran, enhancing, enhanced, ['drilling']
running, ran, falling, fell, ['walked']
running, ran, feeding, fed, ['departed']
running, ran, flying, flew, ['circus']
running, ran, generating, generated, ['opted']
running, ran, going, went, ['went']
running, ran, hiding, hid, ['went']
running, ran, hitting, hit, ['flew']
running, ran, implementing, implemented, ['instance']
running, ran, increasing, increased, ['declined']
running, ran, jumping, jumped, ['mast']
running, ran, knowing, knew, ['everyone']
running, ran, listening, listened, ['opted']
running, ran, looking, looked, ['stood']
running, ran, moving, moved, ['went']
running, ran, paying, paid, ['royalties']
running, ran, playing, played, ['play']
running, ran, predicting, predicted, ['longed']
running, ran, reading, read, ['writes']
saying, said, screaming, screamed, ['young']
saying, said, seeing, saw, ['she']
saying, said, selling, sold, ['hearts']
saying, said, shrinking, shrank, ['expanding']
saying, said, singing, sang, ['gentleman']
saying, said, sitting, sat, ['placed']
saying, said, sleeping, slept, ['race']
saying, said, slowing, slowed, ['down']
saying, said, spending, spent, ['lasting']
saying, said, striking, struck, ['resemblance']
saying, said, swimming, swam, ['pool']
saying, said, taking, took, ['take']
saying, said, thinking, thought, ['whatever']
saying, said, vanishing, vanished, ['finite']
saying, said, walking, walked, ['ramps']
saying, said, writing, wrote, ['wrote']
saying, said, dancing, danced, ['pregnant']
saying, said, decreasing, decreased, ['decreased']
saying, said, describing, described, ['attributes']
saying, said, enhancing, enhanced, ['ability']
saying, said, falling, fell, ['erupt']
saying, said, feeding, fed, ['landing']
saying, said, flying, flew, ['circus']
saying, said, generating, generated, ['strokes']
saying, said, going, went, ['went']
saying, said, hiding, hid, ['take']
saying, said, hitting, hit, ['scored']
saying, said, implementing, implemented, ['appropriate']
saying, said, increasing, increased, ['increased']
saying, said, jumping, jumped, ['pairing']
saying, said, knowing, knew, ['everyone']
saying, said, listening, listened, ['swim']
